,EBIT / total assets,short-term liabilities / total assets,current assets / short-term liabilities,(current assets - inventory - receivables) / short-term liabilities,retained earnings / total assets,equity / total assets,total sales / total assets,(gross profit + depreciation) / total liabilities,gross profit / sales,total liabilities / ((profit on operating activities + depreciation) * (12/365)),(inventory * 365) / cost of products sold,profit on sales / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,equity / fixed assets,logarithm of total assets,(total liabilities - cash) / sales,(short-term liabilities * 365) / cost of products sold),sales / short-term liabilities,operating expenses / total liabilities,profit on operating activities / sales,rotation receivables + inventory turnover in days,(receivables * 365) / sales,working capital,(sales - cost of products sold) / sales,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),total costs /total sales,long-term liabilities / equity,sales / receivables,sales / fixed assets,working capital / total assets,class
181,0.089651,0.27414,1.4018,0.06961,0.16499,0.51557,1.0707,0.3142,0.090425,0.089485,91.04,0.11239,0.19762,0.51557,0.83737,4.1994,0.41604,0.2912,3.6165,0.2629,0.11337,134.45,48.007,1743.6,0.050431,0.1359,0.94957,0.29749000000000003,7.6031,1.6103,0.11016,0
185,-0.040961000000000004,0.39276,1.1253,0.089166,-0.013803999999999999,0.46162,1.0499,0.011631,-0.039013,0.54571,90.841,0.29470999999999997,0.0,0.4362,0.82724,4.753,0.4953,0.51369,2.6732,1.4201,-0.013655,141.47,75.322,1.1253,0.2807,-0.090073,0.74732,0.26118,4.8458,1.8815,0.049216,0
189,-0.14154,0.29395,0.51346,0.053022,-0.083231,0.66463,0.31475,-0.38387,-0.44969,-0.11682,69.278,-0.11477000000000001,0.0,0.44866999999999996,0.78277,3.5868,1.0295,0.68052,1.0708,1.2879,-0.34469,156.95,61.881,0.51346,-0.36462,-0.21297,1.429,0.062328999999999996,5.8984,0.3707,-0.14302,0
191,0.077935,0.5140899999999999,1.021,0.050093,0.092529,0.41501000000000005,1.2728,0.30179,0.063028,0.10213,52.194,0.08857899999999999,0.12677,0.41501000000000005,0.87352,4.2306,0.41124,0.45484,2.4052,0.16737,0.071637,147.34,99.633,183.85,0.085918,0.13093,0.91408,0.036524,3.6635,2.6026,0.010811,0
194,0.024673,0.6242800000000001,1.0685,0.12416,0.07656,0.30557,0.86731,0.056499,0.030671,0.72931,158.91,0.016836,0.096405,0.30557,0.9177,4.5099,0.75855,0.81729,1.2886,0.024533,0.020929,267.49,116.59,1382.9,0.050445,0.068406,0.94955,0.20281,3.1307,2.4159,0.042745,0
202,0.1131,0.28236999999999995,2.8355,0.46028,0.33526999999999996,0.55296,1.3508,0.41724,0.086781,0.072031,68.819,0.12464000000000001,0.41989,0.55296,2.774,4.5538,0.12961,0.24222,4.6155,0.42327,0.095635,187.84,126.28,18551.0,0.10552,0.16297999999999999,0.89448,0.021865,2.8903,6.5379,0.5182899999999999,0
204,0.15385,0.13204000000000002,5.3073,2.42,0.37185,0.86355,1.1221,1.566,0.14245,0.022041,76.608,0.14403,0.46388,0.86355,2.8862,4.046,-0.13065,0.13959,8.1794,1.0906,0.13336,128.85,61.748,6323.1,0.12415,0.14809,0.87585,2.9165e-05,5.9111,3.6097,0.56875,0
206,0.022616999999999998,0.53843,1.0017,0.062361,0.083044,0.44669,4.3923,0.092655,0.0051609,0.32663,15.655,0.026927,0.06561,0.44669,0.96967,5.1644,0.1158,0.12377,8.1391,0.049988,0.0061444,42.125,26.585,133.44,0.0073463,0.06637,0.99265,0.00053926,13.73,9.5132,0.00091393,0
207,-0.11033,0.21323000000000003,2.4714,0.20524,-0.30163,0.7831199999999999,0.9798399999999999,-0.39495,-0.11513,-0.079832,138.24,-0.11395,-0.30077,0.7831199999999999,1.6556,4.0181,0.1912,0.19651,4.494,-0.5305,-0.11892,184.06,27.528,3271.3,-0.13233,-0.14155,1.1323,0.0020085999999999997,13.259,2.0259,0.31376,0
208,0.076292,0.33059,1.7138,0.57783,0.2826,0.61388,1.2882,0.32089,0.059706,0.10716,56.047,0.071638,0.30956,0.61388,1.4163,4.5515,0.11162,0.27653,3.8652,0.2167,0.056064,107.27,54.836,8401.3,0.064415,0.098615,0.93559,0.0,6.6562,2.9481,0.23598000000000002,0
211,-0.038781,0.32098000000000004,1.4584,0.016018,-0.073043,0.43556999999999996,1.7626,0.041819,-0.02261,0.24037,62.992,0.014218000000000001,-0.082984,0.43556999999999996,0.81892,4.1493,0.32366,0.19331,5.3437,0.025474,0.0082894,98.523,37.542,2075.2,0.031919,-0.08044,0.96808,0.5445,9.7225,3.2249,0.14715,0
212,-0.06258999999999999,0.36989,2.16,0.56116,0.040520999999999995,0.6148899999999999,1.4109,-0.12049,-0.04594,-0.25727,59.529,-0.065289,0.012164,0.6148899999999999,3.059,4.7673,0.1215,0.27044,3.6833,-0.17651,-0.047921,158.44,98.681,25112.0,-0.0039009,-0.091701,1.0039,0.0,3.6988,6.7778,0.42908999999999997,0
213,0.098811,0.23831999999999998,3.7182,0.67898,0.27086,0.70706,1.4066,0.51054,0.072529,0.065894,72.617,0.09603099999999999,0.36542,0.70706,6.2087,4.1811,0.060756,0.19546,5.7165,0.40119,0.070489,194.05,129.06,9830.8,0.10502,0.10898,0.89498,0.0014781,2.8281,11.963,0.6478,0
216,0.25548000000000004,0.55752,0.95972,0.036831,0.79596,0.42316000000000004,1.1333,0.48715,0.22739,0.06385,44.651,0.27149,0.79596,0.42316000000000004,0.91014,4.2079,0.49543,0.65252,2.0153,0.47065,0.24164,167.15,133.2,-362.47,0.23955,0.6037399999999999,0.76045,0.045656,2.7403,2.4165,-0.022459,0
217,-0.39087,1.3496,0.67569,0.056471,-0.5794100000000001,-0.35931,1.8497,-0.26082,-0.21314,-0.13004,121.67,-0.38008000000000003,-0.57941,-0.35931,-4.0784,3.8494,0.69897,0.61532,1.3588,-0.28163,-0.20726,166.33,20.816,-3094.1,-0.196,1.0878,1.196,0.0,17.534,20.815,-0.43768,0
219,0.067489,0.8477600000000001,0.91102,0.042548,-0.21,0.13535999999999998,1.2367,0.13579,0.061786,-2.5666,152.61,-0.058986000000000004,-0.22163,0.13535999999999998,0.59453,4.0481,0.76056,0.76656,1.2885,-0.069304,-0.054002,246.02,91.509,-842.62,-0.012468,0.58448,1.0125,0.024886000000000002,3.9887,4.7977,-0.07543,0
224,-0.014563,0.40981000000000006,1.4016,0.32284,0.07446599999999999,0.58609,0.88007,-0.021501,-0.017276,-1.0167,46.449,-0.019049,0.074466,0.58609,1.377,5.0524,0.48919,0.48014,2.057,-0.046021,-0.022596,191.41,144.38,18566.0,-0.012492,-0.044509,1.0125,0.0069872,2.528,1.9806,0.16457,0
225,-0.024907,0.48083000000000004,1.2091,0.0092766,0.034427,0.12532000000000001,1.7594,0.017637,-0.01418,0.40201,37.244,0.031199,0.036799,0.12532000000000001,0.29937,5.3125,0.49542,0.27933,3.6531,0.035669,0.017762,119.88,83.384,20650.0,0.020002,-0.258,0.98,3.1428,4.3773,4.196,0.10055,0
226,0.066674,0.38356,1.9877,0.10143,0.048109,0.42912,2.4321,0.19711,0.027439,0.14531,73.806,0.082495,0.075192,0.42912,1.8062,4.34,0.21091,0.16356,6.3352,0.15192,0.033949,108.68,37.451,8288.5,0.034941,0.11275999999999999,0.96506,0.37161,9.7461,10.228,0.37885,0
227,0.28353,0.11769,4.3668,1.5718,0.38926,0.85795,1.2446,2.2786,0.24699,0.014267,96.505,0.28713,0.48157,0.85795,1.7651,4.3144,-0.036875,0.13575,9.7537,2.0571,0.25013,104.59,31.703,8173.3,0.24472,0.26746,0.75528,0.025508000000000003,11.513,2.3617,0.39624000000000004,0
229,0.059097000000000004,0.49968,1.677,0.086238,0.11256,0.40481,0.5796399999999999,0.11809,0.10231,0.27583,92.68,0.059734,0.10289,0.40481,2.4985,4.8294,0.93382,0.98901,1.1559,0.10294,0.10342,502.31,421.24,22838.0,0.12529,0.16988,0.87471,0.19916,0.86649,3.565,0.33829000000000004,0
230,0.11947,0.33466,1.5933,0.070673,0.022446999999999998,0.41778999999999994,1.5983,0.34169,0.079041,0.083534,67.757,0.14800000000000002,0.034186,0.41778999999999994,0.89504,4.7261,0.35192,0.24374,4.5164,0.26911,0.097918,123.05,61.503,10567.0,0.09159,0.22564,0.90841,0.51532,5.9347,3.238,0.19855,0
231,0.06288099999999999,0.6763899999999999,1.1545,0.25646,0.14121,0.29869,1.4313,0.098653,0.04471,0.3263,22.765,0.064351,0.18176,0.29869,1.3631,4.6962,0.39226,0.49797,2.0793,0.092105,0.045755,157.64,135.65,5191.8,0.034226,0.16663,0.96577,0.074586,2.6907,6.4185,0.10449000000000001,0
232,0.0054052,0.38966999999999996,0.52026,0.031138,-0.026126,0.12933,0.80033,0.053475,0.0068627,0.50861,48.247,0.015052000000000001,-0.023747,0.12933,0.16222,4.7952,1.0846,0.50578,2.0213,0.017421,0.019111,88.326,41.133,-11665.0,0.021828,0.041793000000000004,0.97817,3.668,8.8737,0.98789,-0.18694000000000002,0
235,0.13032,0.1763,3.7807,0.02558,0.37365,0.7258,1.0801,0.72514,0.12132,0.044381,90.954,0.1342,0.4727,0.7258,2.1765,4.8537,0.22874,0.18813,6.0929,0.54092,0.12493,224.95,145.6,35005.0,0.12758,0.14113,0.078773,0.098924,2.5068,3.2211,0.49023,0
236,-0.048695,1.0616,0.85821,0.017328,-0.15945,-0.061627,4.0545,-0.042695,-0.012021,-3.6297,75.133,-0.012985,-0.14074,-0.061627,-0.6932,4.588,0.26198,0.26104,3.8156,-0.012231,-0.0032056,80.439,5.0049,-5829.3,-0.0040078,0.94291,1.004,0.0,72.929,45.563,-0.15053,0
237,0.051,0.11622,4.1085,1.9546,0.076361,0.86366,1.3605,1.0907,0.037602,0.027535,34.168,0.063027,0.090007,0.86366,1.653,4.9709,-0.079998,0.090194,11.67,0.54146,0.046469,67.368,34.905,33786.0,0.049918,0.045472000000000005,0.95008,0.00020429,10.457,2.5958,0.36128000000000005,0
238,-0.048797,0.3815,1.2667,0.041956,-0.15699000000000002,0.27771,1.7109,0.028566,-0.029555,0.63252,48.672,-0.032694,-0.15699,0.27771,0.53742,4.6064,0.40904,0.2242,4.3277,-0.047533,-0.019802,103.3,53.135,4110.7,-0.030635,-0.17570999999999998,1.0306,1.103,6.8693,3.195,0.10175,0
239,0.068192,0.20756,1.6127,0.019602,0.15846,0.55452,0.90525,0.41449,0.078582,0.076597,41.231,0.074211,0.198,0.55452,0.83354,4.3369,0.46904,0.25527,4.1809,0.18163,0.085519,139.09,100.45,2762.4,0.063003,0.098291,0.937,0.36253,3.6336,1.3044,0.12718,0
241,0.27659,0.45931000000000005,1.2263,0.13051,0.4116,0.49626000000000003,2.2698,0.77128,0.12417,0.046257,43.327,0.2486,0.52541,0.49626000000000003,1.1362,6.2697,0.18569,0.23914,4.8499,0.53755,0.1116,82.467,45.11,193390.0,0.1378,0.44819,0.8622,0.0063639,8.0913,5.1003,0.10393,0
242,0.13809000000000002,0.08294800000000001,3.0518,1.0505,0.1655,0.74141,1.2403,1.051,0.11714,0.031029,47.261,0.14015999999999998,0.20322,0.74141,0.99269,5.181,0.13612,0.080579,14.212,0.57876,0.1189,51.396,10.128,25819.0,0.12679,0.15014,0.87321,0.21477,36.04,1.5784,0.17019,0
243,0.22433000000000003,0.19932,4.3541,1.6756,0.5647399999999999,0.62654,2.0149,1.3035,0.11276,0.02702,46.734,0.20703000000000002,0.70305,0.62654,4.7421,4.2201,-0.050176,0.11354,9.981,1.0387,0.10407,97.952,56.713,11097.0,0.11758,0.28359,0.88242,0.0,6.4359,15.058,0.66855,0
244,-0.036469999999999995,0.41216,1.473,0.0059937,-0.0046235,0.5595100000000001,1.5702,0.021264,-0.023981,1.7999,63.744,-0.037706,0.0050533,0.5595100000000001,1.4241,4.546,0.27026,0.26243,3.6898,-0.091484,-0.024794,145.11,79.285,6852.8,-0.032712,-0.06394,1.0327,0.0,4.6036,3.8706,0.19494,0
248,0.36391999999999997,0.3075,2.6698,0.2637,0.66869,0.6766,2.2859,1.2255,0.16032,0.027078,48.057,0.36039,0.66869,0.6766,3.779,4.2062,0.10416,0.16097,7.3818,1.1582,0.15877,118.97,78.527,8254.9,0.15841,0.53786,0.84159,0.0054239,4.6481,12.678,0.51346,0
250,0.006662100000000001,0.17453,4.0484,0.75168,0.10442,0.76439,1.7829,0.28812,0.0037892,0.11444,46.709,0.0065141999999999995,0.12192,0.76439,2.6049,4.09,0.027027,0.098953,10.074,0.037325,0.0037051,119.45,72.59,6546.0,-0.0031508,0.0028357,1.0032,0.0,5.0282,5.9915,0.53203,0
252,0.18428,0.16981,4.1366,0.95915,0.51037,0.79993,1.4328,1.0999,0.1288,0.028162,63.245,0.19777999999999998,0.51037,0.79993,2.6884,4.2239,0.02756,0.14288,8.4254,0.98857,0.13824,137.65,85.115,8920.4,0.16929,0.23038000000000003,0.83071,0.037826,4.2883,4.8084,0.53264,0
255,0.0065891000000000005,0.062997,3.3916,0.63999,0.013908000000000002,0.79427,0.49596,1.2397,0.013673,0.026475,75.974,0.0067201000000000006,0.017084,0.79427,1.0101,4.1,0.048922,0.12989,7.6498,0.10667,0.013945,131.29,54.826,1896.7,-0.0064416,0.0068696,1.0064,0.0,6.6574,0.61285,0.15066,0
265,0.36018,0.23640999999999998,2.8082,0.3081,0.62813,0.72852,2.4096,1.4742,0.14992,0.02116,47.164,0.3817,0.62813,0.72852,2.1676,4.1284,0.085432,0.11784,10.162,1.4101,0.15888,89.799,50.413,5745.9,0.16491,0.4944,0.83509,0.047053,7.2402,7.1481,0.42749,0
283,0.052292,0.16058,2.9861,0.54885,0.20923000000000003,0.80014,1.9392,0.60861,0.027118,0.045611,28.572,0.070543,0.27088,0.80014,1.5373,4.3561,0.040094,0.08723,12.008,0.43368,0.036582,74.082,46.805,7241.6,0.045323,0.053285,0.95468,0.0025964,7.7982,3.7049,0.31894,0
284,0.09613200000000001,0.18167,2.9936,0.53386,0.34639000000000003,0.66085,1.1628,0.46934,0.085161,0.063473,115.09,0.10962999999999999,0.43299,0.66085,1.4488,4.5117,0.16298,0.17767,6.2135,0.39484,0.097122,144.49,40.244,11767.0,0.094173,0.11559000000000001,0.90583,0.14525,9.0697,2.4747,0.36219,0
286,-0.11846,0.24674000000000001,2.0445,0.6115,-0.0042906,0.68906,0.66657,-0.19352,-0.17772,1.2346,136.08,0.12079000000000001,0.0,0.13039,1.3906,4.9345,0.46647,0.42636,2.7015,1.8612,-0.074853,193.62,75.476,2.0445,0.18121,-0.19602,0.93843,0.008623,4.836,1.3452,0.25773,0
288,0.094039,0.60187,1.2772,0.15473,0.22179000000000001,0.3272,1.7919,0.16397,0.053413,0.17821,25.569,0.10784,0.27909,0.3272,1.4146,4.4376,0.33259,0.36468,2.9252,0.16028,0.061251,140.06,116.09,4570.0,0.062578,0.22069,0.93742,0.21678000000000003,3.1441,7.6117,0.16683,0
289,0.24197,0.40073000000000003,0.98734,0.037321,0.6906899999999999,0.4301,2.2778,0.65966,0.10745,0.045252,19.75,0.27318000000000003,0.86184,0.4301,0.71169,5.2253,0.20102,0.20217,5.6198,0.58523,0.12131,61.703,44.319,-852.3,0.11982,0.45633999999999997,0.88018,0.15361,8.2357,3.7264,-0.0050731000000000005,0
292,0.087324,0.2482,2.4762,0.81891,0.089589,0.65354,1.4236,0.52136,0.061733,0.034225,88.126,0.22637,0.11736,0.65354,1.6957,4.0889,0.08071,0.21145,5.6991,0.7151,0.16003,106.14,33.008,4496.4,0.17016,0.098086,0.82984,0.10459,11.058,3.6702,0.36639,0
295,-0.042074,0.26278,2.0706,0.6816,0.095486,0.33664,0.94168,0.18476,-0.045097,0.11033,14.073,0.031681,0.12485,0.33664,0.73842,4.0873,0.52412,0.30301,3.5504,0.048632,0.033957,142.8,129.72,3440.0,0.070464,-0.0958,0.92954,1.1546,2.8139,2.0465,0.28133,0
299,0.26042,0.27781999999999996,1.8299,0.37091,0.66243,0.52074,1.9971,1.0586,0.13365,0.03185,32.08,0.25301999999999997,0.82575,0.52074,1.0592,5.2096,0.097289,0.16572,7.0135,0.90131,0.12986,75.928,48.327,37355.0,0.13962,0.39341,0.86038,0.00558,7.5527,3.9633,0.23055,0
300,0.1453,0.6523,1.4057,0.15184,0.39176,0.27486,2.7951,0.26619,0.053578,0.12362,25.149,0.14515,0.49606,0.27486,3.3094,4.9887,0.21539,0.25159,4.1576,0.22253,0.053523,110.08,86.036,25784.0,0.04397,0.43023999999999996,0.95603,0.0,4.2424,32.652,0.26464,0
301,0.029642,0.54888,1.5813,0.071788,0.30596,0.43523999999999996,2.9484,0.1251,0.010209,0.1982,27.258,0.052021000000000005,0.39102,0.43523999999999996,3.2956,4.2844,0.17603,0.19305,5.2896,0.094777,0.017917,104.16,77.466,6141.6,0.020739,0.038886000000000004,0.97926,0.0,4.7118,21.984,0.31905,0
304,0.14765,0.25022,2.7988,0.45022,0.17415,0.71839,2.3075,1.0011,0.067104,0.034037,41.732,0.13885,0.2269,0.71839,2.397,4.5034,0.06455,0.12216,8.7937,0.5549,0.063102,97.481,58.633,14345.0,0.069123,0.15815,0.93088,0.0,6.2251,7.3419,0.45008000000000004,0
305,0.45821000000000006,0.17106,3.6282,0.017851,0.66264,0.78079,1.3653,2.9764,0.3398,0.010681,108.47,0.47558,0.82106,0.78079,2.0583,5.8508,0.12594,0.19778,7.8828,2.7801,0.35268,167.17,97.601,318900.0,0.3586,0.47455,0.6414,0.0,3.7397,3.5547,0.44959,0
306,0.06487899999999999,0.1343,4.0065,1.1367,0.34941,0.8163199999999999,0.8383299999999999,0.82368,0.079076,0.041204,74.244,0.06141799999999999,0.4285,0.8163199999999999,1.7672,4.0683,-0.020918,0.17402,6.1094,0.45733,0.074857,171.46,101.62,4725.5,0.059416,0.06842999999999999,0.94058,0.0,3.5917,1.7761,0.40376999999999996,0
307,0.026892000000000003,0.21369000000000002,3.269,1.1719,0.12807000000000002,0.70732,1.0497,0.3767,0.030824,0.10196,74.831,0.015297,0.16001,0.70732,2.3465,4.2131,-0.036302,0.21022,4.0825,0.071583,0.017534,187.49,100.3,7919.5,-0.16521,0.026739999999999996,1.1652,0.0,3.6393,2.8942,0.48486999999999997,0
308,0.0013782,0.14154,4.1202,1.413,0.2103,0.78971,1.1026,0.76623,0.0014288,0.043978,32.679,-0.0012632,0.25185,0.78971,1.8946,4.1919,-0.04525,0.12889,6.815,-0.0089243,-0.0013095,144.99,107.79,6870.3,-0.13847,0.00018722,1.1385,0.0,3.3862,2.3142,0.44164,0
309,0.047949,0.16012,3.9789,1.3691,0.27748,0.83988,1.9248,0.84651,0.025019,0.037563,66.62,0.052548000000000004,0.34725,0.83988,2.3144,4.2333,-0.029982,0.086164,11.969,0.32818,0.027418,79.583,14.987,8162.0,0.030382,0.045574,0.96962,0.0,24.354,5.2812,0.47698,0
310,0.055501,0.26274000000000003,2.1368,0.34807,0.1564,0.70198,1.4524,0.42105,0.040761,0.079158,41.292,0.053999,0.19442,0.70198,1.6007,4.5541,0.12782,0.1892,5.1824,0.20552,0.039657,125.98,83.872,10699.0,-0.019882,0.064506,1.0199,0.0,4.3519,3.1048,0.2987,0
313,0.19283,0.18555,1.2945,0.22042,0.36795,0.41463,1.0604,0.38576,0.18245,0.080156,40.236,0.207,0.45971,0.41463,0.5457,4.109,0.52212,0.2206,5.6958,0.35662,0.19586,68.829,36.807,702.42,0.20413,0.37671,0.79587,0.95239,9.9166,1.391,0.054645000000000006,0
316,-0.35158,0.46818999999999994,1.2979,0.11539,-0.59697,0.48762,1.4969,-0.53472,-0.2526,-0.12426,90.026,-0.22511,-0.59697,0.48762,1.2429,4.1858,0.31036,0.31167,2.9728,-0.4808,-0.16173,145.19,48.024,2139.4,-0.079291,-0.72101,1.0793,0.0,7.6004,3.5475,0.13947,0
317,0.025184,0.23847,2.049,0.70243,0.085482,0.68577,0.94621,0.3381,0.031864,0.095537,38.238,0.026619999999999998,0.11099,0.68577,1.3411,4.0806,0.093121,0.26196,3.3144,0.11163,0.033681,148.3,104.26,3012.0,-0.15178,0.031331,1.1518,0.0,3.501,1.5456,0.25016,0
318,-0.07105299999999999,0.18667999999999998,2.7146,0.49812,0.13013,0.67615,1.1576,0.073448,-0.080414,2.0011,77.737,-0.081698,0.18645,0.67615,1.3709,4.0721,0.11064,0.15306,4.7332,-0.43763,-0.092461,170.93,63.622,3779.0,-0.38035,-0.10843,1.3803,0.0,5.737,1.7914,0.32009,0
319,-0.032721,0.27549,2.7407,0.77617,0.22714,0.6771699999999999,2.0033,-0.020694,-0.016565,-1.0291,9.9044,-0.035821,0.2257,0.6771699999999999,2.7643,3.8086,0.063749,0.13793,7.17,-0.13003,-0.018135,100.01,89.992,3086.2,-0.011178,-0.046883,1.0112,0.0,4.0559,8.0631,0.47953999999999997,0
328,-0.24589,0.073436,5.5561,0.2357,-0.08437599999999999,-0.19545,0.68248,-0.10096,-0.36519,-0.43952,61.073,-0.21622,-0.082872,-0.19545,-0.33016,4.2192,1.6598,0.094093,9.1689,-0.19058,-0.32112,211.8,141.01,5542.1,-0.1591,1.2231,1.1591,-5.428999999999999,2.5885,1.1374,0.33459,0
329,0.028301,0.30201999999999996,1.3102,0.0095466,0.1657,0.59324,1.3768,0.20852,0.021291,0.13206,49.48,0.041402,0.21474,0.59324,0.98173,3.6921,0.24356,0.22848,4.4011,0.12775,0.031147,107.87,58.663,461.11,0.0055351,0.033117,0.99446,0.037176,6.222,2.1997,0.093694,0
330,0.10875,0.32273,0.85098,0.44924,0.35208,0.42615,1.2679,0.50769,0.099716,0.064087,13.559,0.11074,0.35208,0.42615,0.5875,4.0798,0.21897,0.28179,3.3793,0.29637,0.10154,43.392,29.153,-577.98,-0.050141,0.2552,1.0501,0.11947999999999999,12.52,1.5036,-0.048095,0
333,0.020315,0.08623,6.7294,0.11543,0.20085,0.8989299999999999,0.8700600000000001,0.80956,0.023561,0.040092,127.81,0.021218,0.24789,0.8989299999999999,2.1417,4.8176,0.091598,0.10239,9.9992,0.24607,0.024609,241.43,116.6,32463.0,0.023271,0.01768,0.97673,0.0,3.1305,2.0543,0.49405,0
339,0.0060203999999999995,0.17018,5.6724,2.1954,0.38305,0.79682,2.1218,0.078905,0.0029319,1.0611,40.603,-0.0021349,0.4826,0.79682,22.984,4.1306,-0.083051,0.082816,12.066,-0.012545,-0.0010397,105.18,64.548,10742.0,-0.00075561,0.0026783,1.0008,0.0,5.6547,59.23,0.79515,0
345,0.065366,0.21288,3.8064,1.6056,0.10522000000000001,0.77795,0.93284,0.46716,0.07016,0.063599,102.21,0.075964,0.14525,0.77795,4.101,4.0491,-0.13565,0.24918,4.3765,0.35683,0.081534,183.54,89.817,6689.9,0.083034,0.06991,0.91697,0.0,4.0638,4.9114,0.59742,0
346,0.17269,0.25565,2.7414,0.70098,0.28204,0.67725,1.0866,0.65086,0.1602,0.03843,95.056,0.23874,0.35194,0.67725,2.2638,5.2307,0.13888,0.30587,4.2167,0.73969,0.22147,176.62,102.92,75731.0,0.22466,0.20581999999999998,0.77534,0.099082,3.5465,3.6033,0.44518,0
349,0.24515,0.31192,2.7305,0.23309,0.36749,-0.17800000000000002,2.2478,0.29139,0.11994,0.19861,0.0,0.10165,0.43016,-0.17800000000000002,-1.2003,3.9676,0.54888,0.16016,6.5529,0.089146,0.04973,139.11,139.11,5009.5,0.047167,-1.0955,0.95283,-4.6535,2.6239,13.783,0.53977,0
351,0.069,0.096545,6.8816,2.9197,0.0,0.8592799999999999,1.7653,4.5916,0.039088,0.0081276,50.405,0.019216999999999998,0.0,0.75445,2.5603,4.5816,-0.054967,0.11747,18.284,5.8405,0.0,79.089,55.621,21668.0,0.53441,0.0803,0.50821,0.0077447,6.5623,5.2597,0.56784,0
352,0.12337000000000001,0.40919,2.0931,0.26848,0.26969,0.5339,2.2083,0.33982,0.05659,0.080611,66.111,0.15202000000000002,0.34144,0.5339,3.7203,4.3412,0.16441,0.20172,5.3278,0.36094,0.069733,125.0,63.491,9813.0,0.069551,0.18816,0.93045,0.022483000000000003,5.7488,15.191,0.4473,0
353,-0.08208,0.48626,0.75124,0.30135,0.0,-0.12911,0.30644,-0.058059,-0.26785,0.8572,77.364,0.079001,0.0,-0.19721,-0.20342,5.4328,3.6847,1.9859,0.63019,0.21686,0.089357,260.57,198.75,0.75124,0.25781,0.0,1.1617,-4.979,1.8365,0.4828,-0.12095999999999998,0
364,0.17305,0.35729,1.223,0.14669,0.28881,0.47827,1.2571,0.44586,0.16609,0.098233,58.606,0.12169,0.28881,0.47827,0.84943,4.3975,0.3969,0.3447,2.9162,0.26342,0.11679,134.71,76.408,1989.5,0.0051876,0.36182,0.99481,0.21886999999999998,4.777,1.8505,0.079663,0
370,0.50927,0.10328,8.577,3.0337,0.77123,0.89189,1.6711,5.2248,0.30625,0.0063411,85.993,0.50513,0.95498,0.89189,7.8133,4.2447,-0.12553,0.08895,16.101,4.8908,0.30376,125.66,65.621,13748.0,0.30176,0.46156,0.69824,0.0,5.5622,14.568,0.78257,0
377,0.24846999999999997,0.23829,2.7962,0.85155,0.43477,0.72538,1.2642,1.2208,0.20016,0.027314,59.485,0.24436999999999998,0.53999,0.72538,2.1738,5.102,0.02946,0.23542,5.2095,1.0192,0.19685,136.25,87.745,54134.0,0.18462,0.27694,0.81538,0.0020315999999999997,4.1598,3.7201,0.42801000000000006,0
378,0.042906,0.35699000000000003,1.8799,0.031714,0.069565,0.61529,1.0621,0.19706,0.040399,0.16212,95.165,0.30323,0.0,0.28173000000000004,1.8707,5.6587,0.36223,0.4468,2.9751,2.0769,0.043497,226.74,155.15,1.8799,0.28551,0.055075,0.75453,0.045049,2.3525,3.229,0.3141,0
380,-0.53794,0.35634,1.4441,0.057471,-0.48808999999999997,0.58318,1.4966,-0.95238,-0.36499,-0.096124,75.028,-0.32045,-0.47946,0.58318,1.2014,4.024,0.22877,0.20671,4.1361,-0.8993,-0.21742,122.37,34.611,1672.6,-0.16964,-0.92243,1.1696,0.0,10.546,3.0363,0.15825,0
381,-0.2236,0.50363,0.90566,0.041209,-0.21459,0.46079,0.79002,-0.32684,-0.30298,-0.10867,134.23,-0.21129,-0.21005,0.46079,0.84723,4.029,0.67782,0.51915,1.4654,-0.41722,-0.28629,215.32,38.877,-507.95,-0.31447,-0.48525,1.3145,0.0060534,9.3887,1.3569,-0.047514,0
384,0.06988,0.094308,5.9851,0.99028,0.48141999999999996,0.8895,0.95115,1.112,0.074993,0.028934,99.207,0.072318,0.48142,0.8895,2.0422,4.508,0.014045,0.10737,9.8806,0.71985,0.07761,184.52,91.003,15145.0,0.057407,0.078561,0.94259,0.006919800000000001,4.0109,2.1394,0.47013999999999995,0
385,0.10232000000000001,0.47173000000000004,1.8575,0.56747,0.47997,0.21054,2.9616,0.16187,0.035745,0.1668,44.261,0.12955999999999998,0.49912,0.21054,1.7012,3.5229,0.24403,0.17421,6.068,0.16754,0.045262,77.598,35.728,1348.3,0.054015,0.61927,0.94599,1.4324,10.216,23.13,0.40451,0
386,0.0066759,0.5252,0.95361,0.034205,0.0053451,0.30221,1.6712,0.05158,0.0040411,0.31882,54.125,0.038969,0.013977,0.30221,0.60543,4.8073,0.37116,0.32372,3.1455,0.062194,0.023589,106.69,53.532,-1563.5,0.017924,0.015318,0.98208,0.3354,6.8184,3.3096,-0.024364,0
387,0.33547,0.30609000000000003,1.7401,0.16867,0.6785,0.5383,1.3969999999999998,0.95424,0.2452,0.028403,51.577,0.41445,0.6785,0.5383,1.1518,4.6839,0.25284,0.31892,4.4698,1.0667,0.30293,128.32,92.143,10941.0,0.29849,0.6232,0.70151,0.15314,3.9612,2.9273,0.22654000000000002,0
